x	 y
28.25708061	100
32.83224401	35.05976096
46.99346405	49.40239044
55.92592593	39.84063745
58.54030501	9.561752988
68.5620915	7.96812749
75.75163399	13.94422311
78.14814815	9.561752988
87.29847495	9.960159363
94.27015251	9.960159363
105.8169935	5.577689243
113.0065359	9.960159363
115.620915	7.96812749
126.0784314	3.984063745
135.0108932	5.577689243
138.2788671	5.976095618
