PrYVO_05,intensity,PrYVO_05_90,intensity
47.32920855,604,47.32920855,1051
47.35546912,562,47.35546912,1096
47.38172969,576,47.38172969,1028
47.40799026,569,47.40799026,1025
47.43425083,598,47.43425083,999
47.4605114,664,47.4605114,1066
47.48677197,592,47.48677197,1002
47.51303254,590,47.51303254,1038
47.53929311,623,47.53929311,1022
47.56555368,591,47.56555368,1096
47.59181425,593,47.59181425,1021
47.61807482,628,47.61807482,1041
47.64433539,584,47.64433539,1094
47.67059596,596,47.67059596,1011
47.69685653,595,47.69685653,1060
47.7231171,607,47.7231171,1094
47.74937767,608,47.74937767,1028
47.77563824,606,47.77563824,1010
47.80189881,623,47.80189881,975
47.82815938,578,47.82815938,1040
47.85441995,557,47.85441995,1018
47.88068052,620,47.88068052,1060
47.90694109,619,47.90694109,1067
47.93320166,617,47.93320166,1030
47.95946223,560,47.95946223,1027
47.9857228,621,47.9857228,1079
48.01198337,594,48.01198337,1041
48.03824394,653,48.03824394,1094
48.06450451,587,48.06450451,1095
48.09076508,660,48.09076508,1066
48.11702565,642,48.11702565,1067
48.14328622,626,48.14328622,1033
48.16954679,569,48.16954679,1131
48.19580736,632,48.19580736,1077
48.22206793,571,48.22206793,1128
48.2483285,588,48.2483285,1119
48.27458907,610,48.27458907,1124
48.30084964,569,48.30084964,1102
48.32711021,628,48.32711021,1114
48.35337078,566,48.35337078,1061
48.37963135,586,48.37963135,1035
48.40589192,621,48.40589192,1117
48.43215249,615,48.43215249,1180
48.45841306,613,48.45841306,1169
48.48467363,589,48.48467363,1140
48.5109342,616,48.5109342,1222
48.53719477,618,48.53719477,1194
48.56345534,572,48.56345534,1278
48.58971591,630,48.58971591,1269
48.61597648,605,48.61597648,1269
48.64223705,590,48.64223705,1283
48.66849762,599,48.66849762,1282
48.69475819,619,48.69475819,1319
48.72101876,547,48.72101876,1289
48.74727933,574,48.74727933,1302
48.7735399,570,48.7735399,1389
48.79980047,595,48.79980047,1320
48.82606104,613,48.82606104,1408
48.85232161,643,48.85232161,1476
48.87858218,544,48.87858218,1616
48.90484275,613,48.90484275,1748
48.93110332,590,48.93110332,2010
48.95736389,607,48.95736389,2285
48.98362446,597,48.98362446,2679
49.00988503,599,49.00988503,2682
49.0361456,613,49.0361456,2207
49.06240617,599,49.06240617,1797
49.08866674,600,49.08866674,1732
49.11492731,599,49.11492731,1695
49.14118788,630,49.14118788,1765
49.16744845,604,49.16744845,1890
49.19370902,609,49.19370902,2011
49.21996959,610,49.21996959,1993
49.24623016,577,49.24623016,2092
49.27249073,584,49.27249073,2235
49.2987513,595,49.2987513,2476
49.32501187,602,49.32501187,2919
49.35127244,587,49.35127244,3684
49.37753301,579,49.37753301,4967
49.40379358,639,49.40379358,5829
49.43005415,610,49.43005415,6623
49.45631472,630,49.45631472,7085
49.48257529,612,49.48257529,7094
49.50883586,576,49.50883586,7546
49.53509643,581,49.53509643,7731
49.561357,572,49.561357,7994
49.58761757,631,49.58761757,8364
49.61387814,600,49.61387814,8757
49.64013871,580,49.64013871,9108
49.66639928,533,49.66639928,9638
49.69265985,577,49.69265985,10040
49.71892042,596,49.71892042,10254
49.74518099,572,49.74518099,10693
49.77144156,577,49.77144156,11242
49.79770213,589,49.79770213,11317
49.8239627,566,49.8239627,12015
49.85022327,546,49.85022327,12487
49.87648384,613,49.87648384,13114
49.90274441,608,49.90274441,13772
49.92900498,576,49.92900498,14139
49.95526555,563,49.95526555,14776
49.98152612,609,49.98152612,15302
50.00778669,591,50.00778669,15864
50.03404726,561,50.03404726,16553
50.06030783,535,50.06030783,17015
50.0865684,572,50.0865684,17980
50.11282897,563,50.11282897,18602
50.13908954,585,50.13908954,19597
50.16535011,538,50.16535011,20204
50.19161068,603,50.19161068,20807
50.21787125,577,50.21787125,21875
50.24413182,597,50.24413182,22616
50.27039239,570,50.27039239,23489
50.29665296,580,50.29665296,24490
50.32291353,588,50.32291353,25175
50.3491741,578,50.3491741,26067
50.37543467,580,50.37543467,27527
50.40169524,542,50.40169524,28569
50.42795581,605,50.42795581,29419
50.45421638,611,50.45421638,30603
50.48047695,561,50.48047695,32136
50.50673752,628,50.50673752,33287
50.53299809,616,50.53299809,35278
50.55925866,592,50.55925866,36872
50.58551923,569,50.58551923,38498
50.6117798,614,50.6117798,40601
50.63804037,656,50.63804037,42358
50.66430094,591,50.66430094,45245
50.69056151,575,50.69056151,48060
50.71682208,582,50.71682208,50906
50.74308265,658,50.74308265,55735
50.76934322,586,50.76934322,60720
50.79560379,581,50.79560379,66425
50.82186436,584,50.82186436,72922
50.84812493,572,50.84812493,82485
50.8743855,596,50.8743855,94676
50.90064607,576,50.90064607,110569
50.92690664,586,50.92690664,134029
50.95316721,642,50.95316721,169025
50.97942778,597,50.97942778,221927
51.00568835,594,51.00568835,297321
51.03194892,549,51.03194892,388033
51.05820949,603,51.05820949,473251
51.08447006,540,51.08447006,573035
51.11073063,625,51.11073063,741647
51.1369912,603,51.1369912,1071415
51.16325177,573,51.16325177,1687251
51.18951234,601,51.18951234,2837206
51.21577291,523,51.21577291,5027337
51.24203348,581,51.24203348,9460636
51.26829405,579,51.26829405,18898042
51.29455462,609,51.29455462,18558916
51.32081519,579,51.32081519,7427265
51.34707576,605,51.34707576,4241801
51.37333633,625,51.37333633,4820007
51.3995969,590,51.3995969,8111768
51.42585747,595,51.42585747,9749017
51.45211804,556,51.45211804,4343278
51.47837861,567,51.47837861,1595922
51.50463918,552,51.50463918,783855
51.53089975,621,51.53089975,471562
51.55716032,605,51.55716032,319391
51.58342089,567,51.58342089,232221
51.60968146,596,51.60968146,178830
51.63594203,603,51.63594203,142260
51.6622026,596,51.6622026,118088
51.68846317,573,51.68846317,99076
51.71472374,540,51.71472374,85325
51.74098431,577,51.74098431,73416
51.76724488,572,51.76724488,64682
51.79350545,619,51.79350545,57468
51.81976602,626,51.81976602,51835
51.84602659,618,51.84602659,47134
51.87228716,606,51.87228716,43651
51.89854773,628,51.89854773,39760
51.9248083,564,51.9248083,37008
51.95106887,604,51.95106887,33984
51.97732944,615,51.97732944,32164
52.00359001,654,52.00359001,29826
52.02985058,625,52.02985058,27527
52.05611115,574,52.05611115,25478
52.08237172,673,52.08237172,24015
52.10863229,676,52.10863229,22787
52.13489286,637,52.13489286,20986
52.16115343,624,52.16115343,19792
52.187414,623,52.187414,18529
52.21367457,659,52.21367457,17405
52.23993514,627,52.23993514,16189
52.26619571,585,52.26619571,15046
52.29245628,665,52.29245628,14295
52.31871685,643,52.31871685,13591
52.34497742,720,52.34497742,12753
52.37123799,749,52.37123799,12122
52.39749856,786,52.39749856,11552
52.42375913,1076,52.42375913,10783
52.4500197,1730,52.4500197,10319
52.47628027,2178,52.47628027,9894
52.50254084,2141,52.50254084,9154
52.52880141,2698,52.52880141,8964
52.55506198,3997,52.55506198,8457
52.58132255,3314,52.58132255,7969
52.60758312,1581,52.60758312,7709
52.63384369,1081,52.63384369,7212
52.66010426,850,52.66010426,6811
52.68636483,795,52.68636483,6462
52.7126254,764,52.7126254,6320
52.73888597,685,52.73888597,5923
52.76514654,692,52.76514654,5783
52.79140711,725,52.79140711,5475
52.81766768,659,52.81766768,5195
52.84392825,654,52.84392825,5088
52.87018882,625,52.87018882,4788
52.89644939,659,52.89644939,4765
52.92270996,613,52.92270996,4491
52.94897053,605,52.94897053,4378
52.9752311,611,52.9752311,4156
53.00149167,640,53.00149167,3964
53.02775224,599,53.02775224,3908
53.05401281,607,53.05401281,3870
53.08027338,627,53.08027338,3537
53.10653395,624,53.10653395,3465
53.13279452,615,53.13279452,3489
53.15905509,634,53.15905509,3304
53.18531566,657,53.18531566,3227
53.21157623,640,53.21157623,3072
53.2378368,621,53.2378368,3141
53.26409737,591,53.26409737,2951
53.29035794,609,53.29035794,3002
53.31661851,637,53.31661851,2938
53.34287908,627,53.34287908,2806
53.36913965,655,53.36913965,2732
53.39540022,612,53.39540022,2716
53.42166079,628,53.42166079,2582
53.44792136,655,53.44792136,2615
53.47418193,636,53.47418193,2621
53.5004425,676,53.5004425,2532
53.52670307,614,53.52670307,2481
53.55296364,641,53.55296364,2479
53.57922421,669,53.57922421,2349
53.60548478,663,53.60548478,2330
53.63174535,645,53.63174535,2341
53.65800592,646,53.65800592,2234
53.68426649,672,53.68426649,2216
53.71052706,615,53.71052706,2169
53.73678763,648,53.73678763,2158
53.7630482,608,53.7630482,2111
53.78930877,611,53.78930877,2109
53.81556934,632,53.81556934,2116
53.84182991,587,53.84182991,2024
53.86809048,602,53.86809048,2014
53.89435105,646,53.89435105,1941
53.92061162,592,53.92061162,1932
53.94687219,633,53.94687219,1868
53.97313276,620,53.97313276,1874
53.99939333,657,53.99939333,1931
54.0256539,653,54.0256539,1917
54.05191447,630,54.05191447,1784
54.07817504,642,54.07817504,1803
54.10443561,586,54.10443561,1770
54.13069618,597,54.13069618,1718
54.15695675,664,54.15695675,1720
54.18321732,628,54.18321732,1758
54.20947789,588,54.20947789,1637
54.23573846,647,54.23573846,1621
54.26199903,645,54.26199903,1684
54.2882596,642,54.2882596,1547
54.31452017,673,54.31452017,1622
54.34078074,631,54.34078074,1604
54.36704131,625,54.36704131,1644
54.39330188,663,54.39330188,1516
54.41956245,643,54.41956245,1575
54.44582302,646,54.44582302,1551
54.47208359,589,54.47208359,1443
54.49834416,646,54.49834416,1423
54.52460473,650,54.52460473,1527
54.5508653,634,54.5508653,1404
54.57712587,643,54.57712587,1405
54.60338644,625,54.60338644,1377
54.62964701,667,54.62964701,1351
54.65590758,629,54.65590758,1371
54.68216815,633,54.68216815,1342
54.70842872,644,54.70842872,1279
54.73468929,654,54.73468929,1328
54.76094986,646,54.76094986,1297
54.78721043,635,54.78721043,1328
54.813471,679,54.813471,1317
54.83973157,624,54.83973157,1226
54.86599214,670,54.86599214,1252
54.89225271,649,54.89225271,1258
54.91851328,655,54.91851328,1243
54.94477385,666,54.94477385,1221
54.97103442,646,54.97103442,1232
54.99729499,647,54.99729499,1238
55.02355556,627,55.02355556,1162
55.04981613,632,55.04981613,1198
55.0760767,618,55.0760767,1193
55.10233727,650,55.10233727,1217
55.12859784,645,55.12859784,1143
55.15485841,635,55.15485841,1144
55.18111898,634,55.18111898,1119
55.20737955,643,55.20737955,1156
55.23364012,644,55.23364012,1107
55.25990069,626,55.25990069,1151
55.28616126,644,55.28616126,1186
55.31242183,629,55.31242183,1209
55.3386824,644,55.3386824,1176
55.36494297,621,55.36494297,1282
55.39120354,665,55.39120354,1236
55.41746411,708,55.41746411,1254
55.44372468,665,55.44372468,1228
55.46998525,705,55.46998525,1218
55.49624582,645,55.49624582,1270
55.52250639,716,55.52250639,1183
55.54876696,655,55.54876696,1215
55.57502753,720,55.57502753,1134
55.6012881,712,55.6012881,1160
55.62754867,676,55.62754867,1179
55.65380924,652,55.65380924,1163
55.68006981,680,55.68006981,1151
55.70633038,702,55.70633038,1183
55.73259095,686,55.73259095,1061
55.75885152,690,55.75885152,1058
55.78511209,741,55.78511209,1062
55.81137266,689,55.81137266,1086
55.83763323,719,55.83763323,1146
55.8638938,762,55.8638938,1062
55.89015437,710,55.89015437,1061
55.91641494,773,55.91641494,1050
55.94267551,803,55.94267551,988
55.96893608,990,55.96893608,1048
55.99519665,1214,55.99519665,1035
56.02145722,1166,56.02145722,1015
56.04771779,891,56.04771779,1052
56.07397836,860,56.07397836,1062
56.10023893,778,56.10023893,1035
56.1264995,801,56.1264995,1032
56.15276007,838,56.15276007,958
56.17902064,790,56.17902064,1031
56.20528121,845,56.20528121,1028
56.23154178,837,56.23154178,1011
56.25780235,853,56.25780235,1009
56.28406292,870,56.28406292,1080
56.31032349,846,56.31032349,1017
56.33658406,899,56.33658406,1030
56.36284463,878,56.36284463,968
56.3891052,1045,56.3891052,966
56.41536577,1233,56.41536577,977
56.44162634,1462,56.44162634,997
56.46788691,1762,56.46788691,1031
56.49414748,1969,56.49414748,949
56.52040805,2202,56.52040805,954
56.54666862,2124,56.54666862,1020
56.57292919,2159,56.57292919,1012
56.59918976,2268,56.59918976,1008
56.62545033,2299,56.62545033,979
56.6517109,2338,56.6517109,978
56.67797147,2467,56.67797147,1029
56.70423204,2568,56.70423204,911
56.73049261,2666,56.73049261,964
56.75675318,2653,56.75675318,975
56.78301375,2740,56.78301375,989
56.80927432,2930,56.80927432,973
56.83553489,2864,56.83553489,959
56.86179546,3020,56.86179546,1036
56.88805603,3214,56.88805603,991
56.9143166,3249,56.9143166,952
56.94057717,3377,56.94057717,958
56.96683774,3438,56.96683774,958
56.99309831,3516,56.99309831,971
57.01935888,3544,57.01935888,946
57.04561945,3794,57.04561945,931
57.07188002,3861,57.07188002,946
57.09814059,3987,57.09814059,967
57.12440116,4107,57.12440116,937
57.15066173,4282,57.15066173,916
57.1769223,4377,57.1769223,944
57.20318287,4634,57.20318287,910
57.22944344,4702,57.22944344,893
57.25570401,4768,57.25570401,949
57.28196458,4902,57.28196458,944
57.30822515,5064,57.30822515,910
57.33448572,5205,57.33448572,891
57.36074629,5423,57.36074629,960
57.38700686,5665,57.38700686,924
57.41326743,5649,57.41326743,895
57.439528,5911,57.439528,960
57.46578857,6044,57.46578857,966
57.49204914,6311,57.49204914,926
57.51830971,6311,57.51830971,930
57.54457028,6554,57.54457028,948
57.57083085,6938,57.57083085,961
57.59709142,6932,57.59709142,954
57.62335199,7390,57.62335199,891
57.64961256,7558,57.64961256,922
57.67587313,7664,57.67587313,905
57.7021337,7964,57.7021337,907
57.72839427,8068,57.72839427,961
57.75465484,8502,57.75465484,901
57.78091541,8768,57.78091541,897
57.80717598,8885,57.80717598,915
57.83343655,9447,57.83343655,847
57.85969712,9684,57.85969712,898
57.88595769,10196,57.88595769,888
57.91221826,10537,57.91221826,904
57.93847883,10959,57.93847883,805
57.9647394,11427,57.9647394,922
57.99099997,11834,57.99099997,831
58.01726054,12663,58.01726054,870
58.04352111,13242,58.04352111,898
58.06978168,14218,58.06978168,867
58.09604225,15368,58.09604225,869
58.12230282,16214,58.12230282,857
58.14856339,17966,58.14856339,932
58.17482396,19045,58.17482396,870
58.20108453,20833,58.20108453,893
58.2273451,23036,58.2273451,851
58.25360567,25700,58.25360567,858
58.27986624,30422,58.27986624,881
58.30612681,37060,58.30612681,844
58.33238738,48922,58.33238738,849
58.35864795,66951,58.35864795,900
58.38490852,85663,58.38490852,837
58.41116909,95511,58.41116909,920
58.43742966,99141,58.43742966,841
58.46369023,100445,58.46369023,859
58.4899508,113893,58.4899508,819
58.51621137,140533,58.51621137,848
58.54247194,188256,58.54247194,871
58.56873251,276162,58.56873251,914
58.59499308,454484,58.59499308,871
58.62125365,950934,58.62125365,911
58.64751422,3601617,58.64751422,866
58.67377479,9073633,58.67377479,855
58.70003536,3688674,58.70003536,840
58.72629593,1008966,58.72629593,824
58.7525565,512969,58.7525565,896
58.77881707,578969,58.77881707,903
58.80507764,1555744,58.80507764,902
58.83133821,4129867,58.83133821,879
58.85759878,2207989,58.85759878,889
58.88385935,587554,58.88385935,801
58.91011992,228477,58.91011992,849
58.93638049,130654,58.93638049,805
58.96264106,89747,58.96264106,873
58.98890163,67029,58.98890163,869
59.0151622,53162,59.0151622,879
59.04142277,43465,59.04142277,855
59.06768334,36207,59.06768334,832
59.09394391,30763,59.09394391,869
59.12020448,26050,59.12020448,866
59.14646505,22713,59.14646505,864
59.17272562,20279,59.17272562,861
59.19898619,18172,59.19898619,878
59.22524676,16356,59.22524676,840
59.25150733,15203,59.25150733,845
59.2777679,13815,59.2777679,830
59.30402847,12659,59.30402847,884
59.33028904,11719,59.33028904,842
59.35654961,11021,59.35654961,864
59.38281018,10264,59.38281018,840
59.40907075,9675,59.40907075,846
59.43533132,9199,59.43533132,875
59.46159189,8664,59.46159189,894
59.48785246,8271,59.48785246,814
59.51411303,7931,59.51411303,903
59.5403736,7316,59.5403736,849
59.56663417,6927,59.56663417,906
59.59289474,6543,59.59289474,828
59.61915531,6032,59.61915531,875
59.64541588,5910,59.64541588,840
59.67167645,5540,59.67167645,843
59.69793702,5305,59.69793702,819
59.72419759,5077,59.72419759,808
59.75045816,4877,59.75045816,829
59.77671873,4532,59.77671873,849
59.8029793,4436,59.8029793,846
59.82923987,4228,59.82923987,861
59.85550044,3893,59.85550044,905
59.88176101,3910,59.88176101,849
59.90802158,3637,59.90802158,879
59.93428215,3521,59.93428215,837
59.96054272,3403,59.96054272,869
59.98680329,3242,59.98680329,860
60.01306386,3123,60.01306386,869
60.03932443,2919,60.03932443,910
60.065585,2835,60.065585,779
60.09184557,2718,60.09184557,826
60.11810614,2662,60.11810614,875
60.14436671,2479,60.14436671,875
60.17062728,2508,60.17062728,826
60.19688785,2439,60.19688785,881
60.22314842,2394,60.22314842,884
60.24940899,2280,60.24940899,853
60.27566956,2080,60.27566956,864
60.30193013,2023,60.30193013,810
60.3281907,2064,60.3281907,823
60.35445127,2023,60.35445127,890
60.38071184,1937,60.38071184,888
60.40697241,1823,60.40697241,857
60.43323298,1794,60.43323298,822
60.45949355,1657,60.45949355,814
60.48575412,1670,60.48575412,882
60.51201469,1642,60.51201469,816
60.53827526,1679,60.53827526,902
60.56453583,1619,60.56453583,804
60.5907964,1618,60.5907964,865
60.61705697,1559,60.61705697,857
60.64331754,1464,60.64331754,830
60.66957811,1508,60.66957811,793
60.69583868,1432,60.69583868,910
60.72209925,1388,60.72209925,868
60.74835982,1351,60.74835982,814
60.77462039,1364,60.77462039,836
60.80088096,1320,60.80088096,839
60.82714153,1310,60.82714153,810
60.8534021,1366,60.8534021,894
60.87966267,1318,60.87966267,924
60.90592324,1263,60.90592324,887
60.93218381,1214,60.93218381,837
60.95844438,1164,60.95844438,883
60.98470495,1254,60.98470495,875
61.01096552,1142,61.01096552,887
61.03722609,1183,61.03722609,889
61.06348666,1119,61.06348666,839
61.08974723,1175,61.08974723,885
61.1160078,1136,61.1160078,835
61.14226837,1142,61.14226837,818
61.16852894,1125,61.16852894,881
61.19478951,1086,61.19478951,850
61.22105008,1089,61.22105008,828
61.24731065,1045,61.24731065,845
61.27357122,1056,61.27357122,894
61.29983179,1107,61.29983179,868
61.32609236,1063,61.32609236,936
61.35235293,1087,61.35235293,829
61.3786135,1011,61.3786135,855
61.40487407,1029,61.40487407,877
61.43113464,1005,61.43113464,838
61.45739521,1027,61.45739521,869
61.48365578,1073,61.48365578,904
61.50991635,1053,61.50991635,860
61.53617692,999,61.53617692,875
61.56243749,1068,61.56243749,887
61.58869806,929,61.58869806,870
61.61495863,1006,61.61495863,868
61.6412192,957,61.6412192,906
61.66747977,940,61.66747977,885
61.69374034,958,61.69374034,838
61.72000091,971,61.72000091,884
61.74626148,973,61.74626148,886
61.77252205,982,61.77252205,881
61.79878262,947,61.79878262,845
61.82504319,970,61.82504319,841
61.85130376,982,61.85130376,831
61.87756433,912,61.87756433,877
61.9038249,900,61.9038249,894
61.93008547,908,61.93008547,824
61.95634604,883,61.95634604,847
61.98260661,935,61.98260661,846
62.00886718,956,62.00886718,849
62.03512775,917,62.03512775,855
62.06138832,933,62.06138832,844
62.08764889,928,62.08764889,858
62.11390946,884,62.11390946,855
62.14017003,905,62.14017003,879
62.1664306,897,62.1664306,855
62.19269117,932,62.19269117,899
62.21895174,900,62.21895174,853
62.24521231,871,62.24521231,858
62.27147288,869,62.27147288,868
62.29773345,907,62.29773345,843
62.32399402,889,62.32399402,870
62.35025459,906,62.35025459,845
62.37651516,846,62.37651516,917
62.40277573,899,62.40277573,867
62.4290363,835,62.4290363,859
62.45529687,924,62.45529687,834
62.48155744,825,62.48155744,816
62.50781801,821,62.50781801,846
62.53407858,820,62.53407858,796
62.56033915,793,62.56033915,787
62.58659972,796,62.58659972,789
62.61286029,850,62.61286029,837
62.63912086,814,62.63912086,837
62.66538143,818,62.66538143,850
62.691642,812,62.691642,836
62.71790257,831,62.71790257,874
62.74416314,793,62.74416314,873
62.77042371,828,62.77042371,837
62.79668428,793,62.79668428,904
62.82294485,770,62.82294485,835
62.84920542,783,62.84920542,829
62.87546599,794,62.87546599,753
62.90172656,774,62.90172656,764
62.92798713,794,62.92798713,785
62.9542477,823,62.9542477,845
62.98050827,721,62.98050827,772
63.00676884,812,63.00676884,816
63.03302941,829,63.03302941,842
63.05928998,760,63.05928998,854
63.08555055,770,63.08555055,890
63.11181112,762,63.11181112,836
63.13807169,766,63.13807169,790
63.16433226,782,63.16433226,870
63.19059283,768,63.19059283,811
63.2168534,747,63.2168534,842
63.24311397,753,63.24311397,845
63.26937454,768,63.26937454,846
63.29563511,708,63.29563511,824
63.32189568,815,63.32189568,845
63.34815625,778,63.34815625,815
63.37441682,781,63.37441682,774
63.40067739,798,63.40067739,822
63.42693796,808,63.42693796,825
63.45319853,812,63.45319853,779
63.4794591,724,63.4794591,835
63.50571967,759,63.50571967,855
63.53198024,762,63.53198024,784
63.55824081,816,63.55824081,816
63.58450138,749,63.58450138,782
63.61076195,787,63.61076195,817
63.63702252,775,63.63702252,767
63.66328309,727,63.66328309,860
63.68954366,808,63.68954366,803
63.71580423,773,63.71580423,815
63.7420648,787,63.7420648,854
63.76832537,789,63.76832537,876
63.79458594,755,63.79458594,813
63.82084651,766,63.82084651,774
63.84710708,776,63.84710708,815
63.87336765,738,63.87336765,856
63.89962822,773,63.89962822,766
63.92588879,760,63.92588879,803
63.95214936,730,63.95214936,839
63.97840993,689,63.97840993,806
64.0046705,727,64.0046705,811
64.03093107,758,64.03093107,814
64.05719164,724,64.05719164,848
64.08345221,706,64.08345221,798
64.10971278,766,64.10971278,841
64.13597335,715,64.13597335,818
64.16223392,718,64.16223392,833
64.18849449,731,64.18849449,818
64.21475506,749,64.21475506,836
64.24101563,785,64.24101563,798
64.2672762,768,64.2672762,851
64.29353677,785,64.29353677,835
64.31979734,744,64.31979734,796
64.34605791,710,64.34605791,832
64.37231848,712,64.37231848,836
64.39857905,736,64.39857905,802
64.42483962,696,64.42483962,809
64.45110019,733,64.45110019,788
64.47736076,745,64.47736076,767
64.50362133,724,64.50362133,837
64.5298819,755,64.5298819,799
64.55614247,778,64.55614247,821
64.58240304,760,64.58240304,770
64.60866361,698,64.60866361,792
64.63492418,827,64.63492418,872
64.66118475,706,64.66118475,825
64.68744532,713,64.68744532,803
64.71370589,723,64.71370589,776
64.73996646,784,64.73996646,800
64.76622703,739,64.76622703,782
64.7924876,710,64.7924876,803
64.81874817,686,64.81874817,863
64.84500874,721,64.84500874,776
64.87126931,744,64.87126931,758
64.89752988,690,64.89752988,847
64.92379045,710,64.92379045,838
64.95005102,739,64.95005102,815
64.97631159,708,64.97631159,777
65.00257216,727,65.00257216,773
65.02883273,690,65.02883273,806
65.0550933,695,65.0550933,824
65.08135387,713,65.08135387,857
65.10761444,694,65.10761444,842
65.13387501,722,65.13387501,824
65.16013558,734,65.16013558,867
65.18639615,738,65.18639615,876
65.21265672,706,65.21265672,866
65.23891729,679,65.23891729,800
65.26517786,730,65.26517786,821
65.29143843,712,65.29143843,793
65.317699,700,65.317699,760
65.34395957,744,65.34395957,838
65.37022014,701,65.37022014,837
65.39648071,645,65.39648071,819
65.42274128,751,65.42274128,824
65.44900185,715,65.44900185,751
65.47526242,709,65.47526242,854
65.50152299,751,65.50152299,834
65.52778356,710,65.52778356,794
65.55404413,716,65.55404413,806
65.5803047,751,65.5803047,789
65.60656527,690,65.60656527,818
65.63282584,713,65.63282584,739
65.65908641,691,65.65908641,834
65.68534698,717,65.68534698,813
65.71160755,704,65.71160755,899
65.73786812,688,65.73786812,810
65.76412869,715,65.76412869,806
65.79038926,689,65.79038926,791
65.81664983,727,65.81664983,809
65.8429104,688,65.8429104,783
65.86917097,698,65.86917097,822
65.89543154,729,65.89543154,829
65.92169211,703,65.92169211,798
65.94795268,735,65.94795268,792
65.97421325,675,65.97421325,803
66.00047382,698,66.00047382,782
66.02673439,699,66.02673439,835
66.05299496,708,66.05299496,749
66.07925553,724,66.07925553,798
66.1055161,714,66.1055161,822
66.13177667,704,66.13177667,801
66.15803724,672,66.15803724,772
66.18429781,722,66.18429781,785
66.21055838,693,66.21055838,806
66.23681895,699,66.23681895,825
66.26307952,656,66.26307952,818
66.28934009,646,66.28934009,802
66.31560066,730,66.31560066,777
66.34186123,700,66.34186123,859
66.3681218,658,66.3681218,806
66.39438237,680,66.39438237,848
66.42064294,700,66.42064294,776
66.44690351,711,66.44690351,793
66.47316408,726,66.47316408,832
66.49942465,707,66.49942465,857
66.52568522,708,66.52568522,796
66.55194579,694,66.55194579,799
66.57820636,728,66.57820636,835
66.60446693,703,66.60446693,837
66.6307275,697,66.6307275,819
66.65698807,673,66.65698807,829
66.68324864,692,66.68324864,790
66.70950921,656,66.70950921,844
66.73576978,667,66.73576978,801
66.76203035,689,66.76203035,808
66.78829092,687,66.78829092,809
66.81455149,742,66.81455149,788
66.84081206,729,66.84081206,769
66.86707263,715,66.86707263,821
66.8933332,677,66.8933332,833
66.91959377,648,66.91959377,801
66.94585434,696,66.94585434,790
66.97211491,660,66.97211491,812
66.99837548,659,66.99837548,804
67.02463605,671,67.02463605,789
67.05089662,652,67.05089662,803
67.07715719,687,67.07715719,799
67.10341776,639,67.10341776,767
67.12967833,714,67.12967833,812
67.1559389,749,67.1559389,807
67.18219947,718,67.18219947,790
67.20846004,727,67.20846004,784
67.23472061,650,67.23472061,777
67.26098118,719,67.26098118,784
67.28724175,711,67.28724175,787
67.31350232,672,67.31350232,782
67.33976289,727,67.33976289,833
67.36602346,635,67.36602346,788
67.39228403,696,67.39228403,788
67.4185446,705,67.4185446,762
67.44480517,710,67.44480517,790
67.47106574,693,67.47106574,780
67.49732631,719,67.49732631,792
67.52358688,747,67.52358688,803
67.54984745,697,67.54984745,815
67.57610802,632,67.57610802,827
67.60236859,659,67.60236859,818
67.62862916,659,67.62862916,768
67.65488973,681,67.65488973,824
67.6811503,700,67.6811503,794
67.70741087,683,67.70741087,816
67.73367144,705,67.73367144,772
67.75993201,670,67.75993201,812
67.78619258,752,67.78619258,734
67.81245315,720,67.81245315,821
67.83871372,738,67.83871372,854
67.86497429,652,67.86497429,835
67.89123486,680,67.89123486,789
67.91749543,670,67.91749543,848
67.943756,664,67.943756,812
67.97001657,715,67.97001657,768
67.99627714,735,67.99627714,775
68.02253771,679,68.02253771,754
68.04879828,754,68.04879828,865
68.07505885,673,68.07505885,792
68.10131942,638,68.10131942,816
68.12757999,695,68.12757999,779
68.15384056,686,68.15384056,784
68.18010113,685,68.18010113,853
68.2063617,670,68.2063617,857
68.23262227,682,68.23262227,769
68.25888284,645,68.25888284,832
68.28514341,640,68.28514341,884
68.31140398,664,68.31140398,802
68.33766455,662,68.33766455,755
68.36392512,680,68.36392512,770
68.39018569,691,68.39018569,762
68.41644626,674,68.41644626,785
68.44270683,715,68.44270683,837
68.4689674,670,68.4689674,774
68.49522797,715,68.49522797,795
68.52148854,687,68.52148854,796
68.54774911,678,68.54774911,768
68.57400968,700,,
68.60027025,630,,
68.62653082,704,,
68.65279139,625,,
68.67905196,707,,
68.70531253,695,,
68.7315731,715,,
68.75783367,730,,
68.78409424,667,,
68.81035481,703,,
68.83661538,736,,
68.86287595,716,,
68.88913652,645,,
68.91539709,679,,
68.94165766,704,,
68.96791823,708,,
68.9941788,680,,
69.02043937,647,,
69.04669994,699,,
69.07296051,698,,
69.09922108,727,,
69.12548165,665,,
69.15174222,724,,
69.17800279,710,,
69.20426336,661,,
69.23052393,672,,
69.2567845,687,,
69.28304507,662,,
69.30930564,738,,
69.33556621,665,,
69.36182678,689,,
69.38808735,720,,
69.41434792,690,,
69.44060849,726,,
69.46686906,625,,
69.49312963,702,,
69.5193902,684,,
69.54565077,727,,
69.57191134,637,,
69.59817191,706,,
69.62443248,710,,
69.65069305,696,,
69.67695362,661,,
69.70321419,680,,
69.72947476,692,,
69.75573533,663,,
69.7819959,711,,
