PrYVO_05,intensity,PrYVO_05_90,intensity
25.21780861,1110,25.21780861,545304
25.24406918,1121,25.24406918,407945
25.27032975,1130,25.27032975,320631
25.29659032,1107,25.29659032,261159
25.32285089,1119,25.32285089,217653
25.34911146,1131,25.34911146,184488
25.37537203,1080,25.37537203,156527
25.4016326,1060,25.4016326,134531
25.42789317,1116,25.42789317,115669
25.45415374,1047,25.45415374,100175
25.48041431,1081,25.48041431,87892
25.50667488,1138,25.50667488,76547
25.53293545,1083,25.53293545,68098
25.55919602,1074,25.55919602,59790
25.58545659,1161,25.58545659,53806
25.61171716,1147,25.61171716,47865
25.63797773,1173,25.63797773,42428
25.6642383,1072,25.6642383,37816
25.69049887,1128,25.69049887,34394
25.71675944,1108,25.71675944,31099
25.74302001,1106,25.74302001,28376
25.76928058,1119,25.76928058,25797
25.79554115,1148,25.79554115,23812
25.82180172,1118,25.82180172,21639
25.84806229,1049,25.84806229,19753
25.87432286,1054,25.87432286,18604
25.90058343,1055,25.90058343,17660
25.926844,983,25.926844,16531
25.95310457,1122,25.95310457,15426
25.97936514,1063,25.97936514,14884
26.00562571,1059,26.00562571,13895
26.03188628,1109,26.03188628,13240
26.05814685,1096,26.05814685,12485
26.08440742,1067,26.08440742,12094
26.11066799,1074,26.11066799,11698
26.13692856,1094,26.13692856,11178
26.16318913,1059,26.16318913,10687
26.1894497,1097,26.1894497,10270
26.21571027,1107,26.21571027,9817
26.24197084,1103,26.24197084,9351
26.26823141,1080,26.26823141,8879
26.29449198,1091,26.29449198,8729
26.32075255,1075,26.32075255,8373
26.34701312,1091,26.34701312,7863
26.37327369,1035,26.37327369,7595
26.39953426,1061,26.39953426,7230
26.42579483,1064,26.42579483,6992
26.4520554,1040,26.4520554,6585
26.47831597,1037,26.47831597,6334
26.50457654,1075,26.50457654,6108
26.53083711,1080,26.53083711,5898
26.55709768,1050,26.55709768,5657
26.58335825,1025,26.58335825,5567
26.60961882,1011,26.60961882,5339
26.63587939,1049,26.63587939,4982
26.66213996,1047,26.66213996,4866
26.68840053,1049,26.68840053,4743
26.7146611,1070,26.7146611,4645
26.74092167,1074,26.74092167,4595
26.76718224,1053,26.76718224,4540
26.79344281,1073,26.79344281,4572
26.81970338,1002,26.81970338,4433
26.84596395,1063,26.84596395,4268
26.87222452,1017,26.87222452,4242
26.89848509,1044,26.89848509,4116
26.92474566,1069,26.92474566,4058
26.95100623,1043,26.95100623,4040
26.9772668,1057,26.9772668,3823
27.00352737,1016,27.00352737,3830
27.02978794,1030,27.02978794,3629
27.05604851,979,27.05604851,3727
27.08230908,984,27.08230908,3656
27.10856965,1040,27.10856965,3502
27.13483022,1036,27.13483022,3410
27.16109079,1029,27.16109079,3437
27.18735136,1050,27.18735136,3404
27.21361193,1027,27.21361193,3383
27.2398725,1056,27.2398725,3177
27.26613307,1005,27.26613307,3183
27.29239364,1018,27.29239364,3257
27.31865421,1023,27.31865421,3173
27.34491478,972,27.34491478,3215
27.37117535,1046,27.37117535,3017
27.39743592,998,27.39743592,3040
27.42369649,964,27.42369649,3110
27.44995706,1091,27.44995706,2937
27.47621763,1015,27.47621763,2830
27.5024782,989,27.5024782,2922
27.52873877,1026,27.52873877,2681
27.55499934,994,27.55499934,2828
27.58125991,1002,27.58125991,2716
27.60752048,959,27.60752048,2612
27.63378105,1052,27.63378105,2639
27.66004162,991,27.66004162,2666
27.68630219,966,27.68630219,2546
27.71256276,1069,27.71256276,2516
27.73882333,1010,27.73882333,2441
27.7650839,988,27.7650839,2509
27.79134447,1009,27.79134447,2339
27.81760504,971,27.81760504,2419
27.84386561,992,27.84386561,2332
27.87012618,1051,27.87012618,2288
27.89638675,1013,27.89638675,2199
27.92264732,993,27.92264732,2149
27.94890789,1031,27.94890789,2173
27.97516846,1009,27.97516846,2163
28.00142903,986,28.00142903,2162
28.0276896,1021,28.0276896,2153
28.05395017,1043,28.05395017,2118
28.08021074,985,28.08021074,2080
28.10647131,1009,28.10647131,1992
28.13273188,963,28.13273188,2123
28.15899245,1031,28.15899245,2067
28.18525302,1084,28.18525302,2084
28.21151359,1064,28.21151359,2079
28.23777416,1087,28.23777416,2059
28.26403473,1150,28.26403473,2037
28.2902953,1175,28.2902953,2009
28.31655587,1170,28.31655587,2025
28.34281644,1516,28.34281644,2036
28.36907701,3228,28.36907701,2173
28.39533758,5981,28.39533758,2116
28.42159815,2355,28.42159815,1972
28.44785872,2646,28.44785872,2004
28.47411929,2921,28.47411929,2039
28.50037986,1500,28.50037986,2098
28.52664043,1197,28.52664043,2107
28.552901,1137,28.552901,2153
28.57916157,1056,28.57916157,2037
28.60542214,1028,28.60542214,2066
28.63168271,1018,28.63168271,2038
28.65794328,1007,28.65794328,2004
28.68420385,1001,28.68420385,2082
28.71046442,947,28.71046442,2088
28.73672499,1036,28.73672499,2089
28.76298556,989,28.76298556,2086
28.78924613,1007,28.78924613,2032
28.8155067,968,28.8155067,1956
28.84176727,936,28.84176727,2093
28.86802784,938,28.86802784,1991
28.89428841,943,28.89428841,1996
28.92054898,954,28.92054898,2064
28.94680955,921,28.94680955,2084
28.97307012,992,28.97307012,1986
28.99933069,949,28.99933069,2085
29.02559126,980,29.02559126,2077
29.05185183,913,29.05185183,2156
29.0781124,922,29.0781124,2146
29.10437297,899,29.10437297,2228
29.13063354,905,29.13063354,2159
29.15689411,932,29.15689411,2212
29.18315468,969,29.18315468,2283
29.20941525,985,29.20941525,2352
29.23567582,961,29.23567582,2309
29.26193639,954,29.26193639,2352
29.28819696,986,29.28819696,2395
29.31445753,905,29.31445753,2456
29.3407181,905,29.3407181,2507
29.36697867,910,29.36697867,2584
29.39323924,943,29.39323924,2649
29.41949981,944,29.41949981,2767
29.44576038,909,29.44576038,2838
29.47202095,884,29.47202095,2893
29.49828152,962,29.49828152,2893
29.52454209,927,29.52454209,2935
29.55080266,924,29.55080266,2901
29.57706323,957,29.57706323,3067
29.6033238,871,29.6033238,3075
29.62958437,939,29.62958437,3024
29.65584494,953,29.65584494,2912
29.68210551,894,29.68210551,3041
29.70836608,932,29.70836608,2940
29.73462665,967,29.73462665,2789
29.76088722,882,29.76088722,2811
29.78714779,884,29.78714779,2669
29.81340836,899,29.81340836,2573
29.83966893,881,29.83966893,2534
29.8659295,867,29.8659295,2372
29.89219007,940,29.89219007,2264
29.91845064,906,29.91845064,2218
29.94471121,885,29.94471121,2111
29.97097178,879,29.97097178,2106
29.99723235,913,29.99723235,1981
30.02349292,929,30.02349292,1995
30.04975349,891,30.04975349,1896
30.07601406,873,30.07601406,1856
30.10227463,904,30.10227463,1842
30.1285352,855,30.1285352,1839
30.15479577,932,30.15479577,1799
30.18105634,888,30.18105634,1752
30.20731691,964,30.20731691,1691
30.23357748,860,30.23357748,1592
30.25983805,876,30.25983805,1587
30.28609862,884,30.28609862,1599
30.31235919,870,30.31235919,1572
30.33861976,881,30.33861976,1590
30.36488033,898,30.36488033,1530
30.3911409,889,30.3911409,1563
30.41740147,827,30.41740147,1541
30.44366204,915,30.44366204,1430
30.46992261,951,30.46992261,1470
30.49618318,902,30.49618318,1491
30.52244375,887,30.52244375,1418
30.54870432,865,30.54870432,1390
30.57496489,882,30.57496489,1423
30.60122546,897,30.60122546,1400
30.62748603,882,30.62748603,1395
30.6537466,832,30.6537466,1368
30.68000717,875,30.68000717,1359
30.70626774,819,30.70626774,1370
30.73252831,911,30.73252831,1365
30.75878888,914,30.75878888,1316
30.78504945,854,30.78504945,1319
30.81131002,895,30.81131002,1292
30.83757059,883,30.83757059,1296
30.86383116,866,30.86383116,1282
30.89009173,868,30.89009173,1334
30.9163523,852,30.9163523,1299
30.94261287,905,30.94261287,1244
30.96887344,893,30.96887344,1274
30.99513401,881,30.99513401,1257
31.02139458,856,31.02139458,1292
31.04765515,836,31.04765515,1267
31.07391572,869,31.07391572,1287
31.10017629,843,31.10017629,1284
31.12643686,875,31.12643686,1219
31.15269743,880,31.15269743,1243
31.178958,876,31.178958,1217
31.20521857,830,31.20521857,1233
31.23147914,864,31.23147914,1245
31.25773971,832,31.25773971,1332
31.28400028,834,31.28400028,1281
31.31026085,834,31.31026085,1207
31.33652142,845,31.33652142,1247
31.36278199,807,31.36278199,1205
31.38904256,863,31.38904256,1208
31.41530313,874,31.41530313,1200
31.4415637,895,31.4415637,1218
31.46782427,849,31.46782427,1148
31.49408484,862,31.49408484,1212
31.52034541,859,31.52034541,1173
31.54660598,856,31.54660598,1218
31.57286655,831,31.57286655,1184
31.59912712,873,31.59912712,1111
31.62538769,849,31.62538769,1164
31.65164826,836,31.65164826,1130
31.67790883,846,31.67790883,1165
31.7041694,854,31.7041694,1155
31.73042997,835,31.73042997,1140
31.75669054,867,31.75669054,1159
31.78295111,856,31.78295111,1161
31.80921168,788,31.80921168,1159
31.83547225,872,31.83547225,1185
31.86173282,848,31.86173282,1172
31.88799339,879,31.88799339,1153
31.91425396,821,31.91425396,1134
31.94051453,813,31.94051453,1128
31.9667751,822,31.9667751,1140
31.99303567,793,31.99303567,1168
32.01929624,866,32.01929624,1127
32.04555681,781,32.04555681,1111
32.07181738,861,32.07181738,1098
32.09807795,802,32.09807795,1114
32.12433852,812,32.12433852,1153
32.15059909,838,32.15059909,1120
32.17685966,789,32.17685966,1169
32.20312023,823,32.20312023,1173
32.2293808,813,32.2293808,1138
32.25564137,857,32.25564137,1087
32.28190194,849,32.28190194,1015
32.30816251,791,32.30816251,1109
32.33442308,857,32.33442308,1051
32.36068365,786,32.36068365,1123
32.38694422,852,32.38694422,1059
32.41320479,798,32.41320479,1073
32.43946536,841,32.43946536,1079
32.46572593,791,32.46572593,1101
32.4919865,803,32.4919865,1102
32.51824707,806,32.51824707,1109
32.54450764,790,32.54450764,1066
32.57076821,802,32.57076821,1102
32.59702878,860,32.59702878,1111
32.62328935,788,32.62328935,1046
32.64954992,795,32.64954992,1101
32.67581049,839,32.67581049,1016
32.70207106,828,32.70207106,1112
32.72833163,840,32.72833163,1071
32.7545922,811,32.7545922,1079
32.78085277,769,32.78085277,1127
32.80711334,779,32.80711334,1037
32.83337391,830,32.83337391,1086
32.85963448,774,32.85963448,1124
32.88589505,836,32.88589505,1078
32.91215562,780,32.91215562,1066
32.93841619,810,32.93841619,1096
32.96467676,759,32.96467676,1091
32.99093733,825,32.99093733,1083
33.0171979,822,33.0171979,1034
33.04345847,799,33.04345847,1049
33.06971904,800,33.06971904,1020
33.09597961,843,33.09597961,1071
33.12224018,843,33.12224018,1039
33.14850075,825,33.14850075,1061
33.17476132,774,33.17476132,1064
33.20102189,798,33.20102189,965
33.22728246,758,33.22728246,1106
33.25354303,825,33.25354303,1047
33.2798036,813,33.2798036,1022
33.30606417,780,33.30606417,975
33.33232474,762,33.33232474,1037
33.35858531,802,33.35858531,1050
33.38484588,833,33.38484588,1015
33.41110645,815,33.41110645,980
33.43736702,754,33.43736702,1017
33.46362759,833,33.46362759,1111
33.48988816,813,33.48988816,1058
33.51614873,756,33.51614873,1016
33.5424093,839,33.5424093,1059
33.56866987,780,33.56866987,1051
33.59493044,814,33.59493044,1061
33.62119101,791,33.62119101,1019
33.64745158,757,33.64745158,1055
33.67371215,770,33.67371215,986
33.69997272,743,33.69997272,1010
33.72623329,757,33.72623329,1047
33.75249386,766,33.75249386,1064
33.77875443,759,33.77875443,1015
33.805015,794,33.805015,1032
33.83127557,758,33.83127557,982
33.85753614,756,33.85753614,933
33.88379671,803,33.88379671,977
33.91005728,781,33.91005728,1020
33.93631785,806,33.93631785,1016
33.96257842,773,33.96257842,1016
33.98883899,746,33.98883899,990
34.01509956,805,34.01509956,1004
34.04136013,732,34.04136013,981
34.0676207,791,34.0676207,1015
34.09388127,804,34.09388127,999
34.12014184,776,34.12014184,997
34.14640241,759,34.14640241,998
34.17266298,791,34.17266298,961
34.19892355,794,34.19892355,996
34.22518412,757,34.22518412,943
34.25144469,793,34.25144469,1057
34.27770526,758,34.27770526,992
34.30396583,733,34.30396583,1018
34.3302264,795,34.3302264,1037
34.35648697,792,34.35648697,1023
34.38274754,797,34.38274754,991
34.40900811,724,34.40900811,1100
34.43526868,775,34.43526868,1007
34.46152925,724,34.46152925,1010
34.48778982,772,34.48778982,927
34.51405039,795,34.51405039,951
34.54031096,743,34.54031096,983
34.56657153,766,34.56657153,956
34.5928321,793,34.5928321,990
34.61909267,714,34.61909267,1016
34.64535324,772,34.64535324,923
34.67161381,743,34.67161381,931
34.69787438,749,34.69787438,943
34.72413495,763,34.72413495,974
34.75039552,773,34.75039552,967
34.77665609,830,34.77665609,1018
34.80291666,784,34.80291666,956
34.82917723,768,34.82917723,950
34.8554378,774,34.8554378,913
34.88169837,770,34.88169837,975
34.90795894,714,34.90795894,946
34.93421951,781,34.93421951,985
34.96048008,768,34.96048008,940
34.98674065,781,34.98674065,946
35.01300122,749,35.01300122,913
35.03926179,728,35.03926179,894
35.06552236,792,35.06552236,911
35.09178293,722,35.09178293,976
35.1180435,752,35.1180435,1008
35.14430407,765,35.14430407,990
35.17056464,768,35.17056464,955
35.19682521,777,35.19682521,917
35.22308578,705,35.22308578,1035
35.24934635,766,35.24934635,983
35.27560692,720,35.27560692,990
35.30186749,734,35.30186749,997
35.32812806,742,35.32812806,978
35.35438863,763,35.35438863,979
35.3806492,740,35.3806492,1033
35.40690977,736,35.40690977,979
35.43317034,766,35.43317034,943
35.45943091,738,35.45943091,966
35.48569148,748,35.48569148,964
35.51195205,718,35.51195205,1041
35.53821262,752,35.53821262,1005
35.56447319,720,35.56447319,970
35.59073376,749,35.59073376,1029
35.61699433,662,35.61699433,1037
35.6432549,708,35.6432549,1041
35.66951547,738,35.66951547,988
35.69577604,747,35.69577604,1037
35.72203661,746,35.72203661,1016
35.74829718,797,35.74829718,984
35.77455775,759,35.77455775,949
35.80081832,732,35.80081832,933
35.82707889,769,35.82707889,962
35.85333946,770,35.85333946,978
35.87960003,731,35.87960003,928
35.9058606,767,35.9058606,944
35.93212117,704,35.93212117,930
35.95838174,766,35.95838174,915
35.98464231,714,35.98464231,918
36.01090288,720,36.01090288,835
36.03716345,704,36.03716345,945
36.06342402,797,36.06342402,942
36.08968459,768,36.08968459,903
36.11594516,717,36.11594516,938
36.14220573,708,36.14220573,937
36.1684663,765,36.1684663,964
36.19472687,728,36.19472687,967
36.22098744,720,36.22098744,887
36.24724801,751,36.24724801,936
36.27350858,703,36.27350858,908
36.29976915,705,36.29976915,869
36.32602972,698,36.32602972,896
36.35229029,753,36.35229029,861
36.37855086,703,36.37855086,890
36.40481143,727,36.40481143,925
36.431072,729,36.431072,874
36.45733257,683,36.45733257,930
36.48359314,732,36.48359314,899
36.50985371,730,36.50985371,902
36.53611428,747,36.53611428,915
36.56237485,748,36.56237485,884
36.58863542,765,36.58863542,888
36.61489599,718,36.61489599,924
36.64115656,748,36.64115656,885
36.66741713,752,36.66741713,883
36.6936777,739,36.6936777,898
36.71993827,670,36.71993827,896
36.74619884,675,36.74619884,893
36.77245941,713,36.77245941,850
36.79871998,727,36.79871998,885
36.82498055,693,36.82498055,865
36.85124112,756,36.85124112,875
36.87750169,734,36.87750169,862
36.90376226,701,36.90376226,872
36.93002283,710,36.93002283,879
36.9562834,692,36.9562834,876
36.98254397,674,36.98254397,933
37.00880454,761,37.00880454,854
37.03506511,728,37.03506511,867
37.06132568,717,37.06132568,866
37.08758625,723,37.08758625,895
37.11384682,738,37.11384682,897
37.14010739,693,37.14010739,906
37.16636796,705,37.16636796,848
37.19262853,724,37.19262853,817
37.2188891,720,37.2188891,873
37.24514967,744,37.24514967,914
37.27141024,698,37.27141024,879
37.29767081,677,37.29767081,940
37.32393138,747,37.32393138,918
37.35019195,739,37.35019195,881
37.37645252,704,37.37645252,933
37.40271309,732,37.40271309,878
37.42897366,693,37.42897366,900
37.45523423,719,37.45523423,865
37.4814948,720,37.4814948,937
37.50775537,708,37.50775537,918
37.53401594,712,37.53401594,892
37.56027651,702,37.56027651,891
37.58653708,727,37.58653708,839
37.61279765,733,37.61279765,868
37.63905822,725,37.63905822,894
37.66531879,726,37.66531879,884
37.69157936,723,37.69157936,915
37.71783993,718,37.71783993,903
37.7441005,709,37.7441005,909
37.77036107,704,37.77036107,894
37.79662164,716,37.79662164,877
37.82288221,723,37.82288221,855
37.84914278,709,37.84914278,890
37.87540335,708,37.87540335,876
37.90166392,694,37.90166392,896
37.92792449,700,37.92792449,871
37.95418506,699,37.95418506,830
37.98044563,703,37.98044563,926
38.0067062,675,38.0067062,938
38.03296677,723,38.03296677,881
38.05922734,645,38.05922734,863
38.08548791,692,38.08548791,884
38.11174848,651,38.11174848,904
38.13800905,733,38.13800905,920
38.16426962,687,38.16426962,859
38.19053019,710,38.19053019,915
38.21679076,714,38.21679076,856
38.24305133,708,38.24305133,890
38.2693119,736,38.2693119,929
38.29557247,672,38.29557247,875
38.32183304,658,38.32183304,858
38.34809361,734,38.34809361,850
38.37435418,721,38.37435418,886
38.40061475,676,38.40061475,924
38.42687532,691,38.42687532,908
38.45313589,698,38.45313589,856
38.47939646,682,38.47939646,844
38.50565703,694,38.50565703,867
38.5319176,696,38.5319176,876
38.55817817,684,38.55817817,808
38.58443874,717,38.58443874,853
38.61069931,660,38.61069931,879
38.63695988,673,38.63695988,832
38.66322045,663,38.66322045,853
38.68948102,679,38.68948102,840
38.71574159,671,38.71574159,830
38.74200216,677,38.74200216,841
38.76826273,694,38.76826273,873
38.7945233,644,38.7945233,851
38.82078387,690,38.82078387,848
38.84704444,623,38.84704444,846
38.87330501,654,38.87330501,798
38.89956558,719,38.89956558,840
38.92582615,704,38.92582615,851
38.95208672,670,38.95208672,872
38.97834729,695,38.97834729,858
39.00460786,704,39.00460786,822
39.03086843,703,39.03086843,806
39.057129,650,39.057129,854
39.08338957,668,39.08338957,877
39.10965014,754,39.10965014,842
39.13591071,640,39.13591071,807
39.16217128,689,39.16217128,845
39.18843185,692,39.18843185,860
39.21469242,702,39.21469242,813
39.24095299,689,39.24095299,864
39.26721356,720,39.26721356,887
39.29347413,662,39.29347413,868
39.3197347,645,39.3197347,914
39.34599527,666,39.34599527,879
39.37225584,692,39.37225584,856
39.39851641,673,39.39851641,813
39.42477698,662,39.42477698,875
39.45103755,693,39.45103755,866
39.47729812,666,39.47729812,872
39.50355869,674,39.50355869,823
39.52981926,692,39.52981926,844
39.55607983,694,39.55607983,811
39.5823404,686,39.5823404,835
39.60860097,648,39.60860097,873
39.63486154,674,39.63486154,854
39.66112211,670,39.66112211,845
39.68738268,657,39.68738268,825
39.71364325,677,39.71364325,867
39.73990382,630,39.73990382,824
39.76616439,652,39.76616439,837
39.79242496,682,39.79242496,854
39.81868553,681,39.81868553,825
39.8449461,697,39.8449461,826
39.87120667,693,39.87120667,854
39.89746724,681,39.89746724,839
39.92372781,675,39.92372781,839
39.94998838,648,39.94998838,851
39.97624895,652,39.97624895,817
40.00250952,661,40.00250952,919
40.02877009,692,40.02877009,844
40.05503066,702,40.05503066,858
40.08129123,657,40.08129123,909
40.1075518,667,40.1075518,849
40.13381237,666,40.13381237,837
40.16007294,649,40.16007294,747
40.18633351,648,40.18633351,857
40.21259408,698,40.21259408,833
40.23885465,670,40.23885465,901
40.26511522,714,40.26511522,843
40.29137579,688,40.29137579,794
40.31763636,675,40.31763636,892
40.34389693,642,40.34389693,885
40.3701575,691,40.3701575,843
40.39641807,647,40.39641807,846
40.42267864,700,40.42267864,842
40.44893921,697,40.44893921,841
40.47519978,672,40.47519978,869
40.50146035,656,40.50146035,843
40.52772092,645,40.52772092,902
40.55398149,654,40.55398149,846
40.58024206,658,40.58024206,879
40.60650263,595,40.60650263,897
40.6327632,659,40.6327632,889
40.65902377,628,40.65902377,889
40.68528434,649,40.68528434,881
40.71154491,651,40.71154491,884
40.73780548,708,40.73780548,853
40.76406605,648,40.76406605,868
40.79032662,680,40.79032662,903
40.81658719,680,40.81658719,915
40.84284776,661,40.84284776,955
40.86910833,649,40.86910833,878
40.8953689,661,40.8953689,881
40.92162947,656,40.92162947,837
40.94789004,681,40.94789004,831
40.97415061,682,40.97415061,875
41.00041118,713,41.00041118,902
41.02667175,658,41.02667175,831
41.05293232,664,41.05293232,898
41.07919289,637,41.07919289,893
41.10545346,653,41.10545346,933
41.13171403,667,41.13171403,911
41.1579746,653,41.1579746,827
41.18423517,641,41.18423517,877
41.21049574,672,41.21049574,919
41.23675631,655,41.23675631,798
41.26301688,632,41.26301688,820
41.28927745,674,41.28927745,863
41.31553802,659,41.31553802,856
41.34179859,671,41.34179859,867
41.36805916,658,41.36805916,843
41.39431973,618,41.39431973,841
41.4205803,702,41.4205803,849
41.44684087,619,41.44684087,826
41.47310144,654,41.47310144,853
41.49936201,630,41.49936201,858
41.52562258,642,41.52562258,806
41.55188315,627,41.55188315,837
41.57814372,648,41.57814372,782
41.60440429,661,41.60440429,757
41.63066486,699,41.63066486,866
41.65692543,643,41.65692543,852
41.683186,675,41.683186,820
41.70944657,659,41.70944657,822
41.73570714,637,41.73570714,836
41.76196771,677,41.76196771,822
41.78822828,685,41.78822828,811
41.81448885,709,41.81448885,881
41.84074942,627,41.84074942,810
41.86700999,673,41.86700999,819
41.89327056,673,41.89327056,856
41.91953113,625,41.91953113,792
41.9457917,695,41.9457917,783
41.97205227,686,41.97205227,866
41.99831284,696,41.99831284,822
42.02457341,629,42.02457341,815
42.05083398,657,42.05083398,845
42.07709455,601,42.07709455,824
42.10335512,647,42.10335512,859
42.12961569,610,42.12961569,865
42.15587626,628,42.15587626,875
42.18213683,707,42.18213683,889
42.2083974,607,42.2083974,852
42.23465797,665,42.23465797,848
42.26091854,638,42.26091854,868
42.28717911,632,42.28717911,821
42.31343968,655,42.31343968,848
42.33970025,665,42.33970025,808
42.36596082,591,42.36596082,835
42.39222139,667,42.39222139,756
42.41848196,605,42.41848196,836
42.44474253,626,42.44474253,807
42.4710031,619,42.4710031,791
42.49726367,711,42.49726367,830
42.52352424,615,42.52352424,775
42.54978481,642,42.54978481,856
42.57604538,648,42.57604538,857
42.60230595,644,42.60230595,845
42.62856652,624,42.62856652,789
42.65482709,675,42.65482709,817
42.68108766,637,42.68108766,764
42.70734823,620,42.70734823,842
42.7336088,637,42.7336088,814
42.75986937,637,42.75986937,838
42.78612994,654,42.78612994,891
42.81239051,661,42.81239051,769
42.83865108,690,42.83865108,770
42.86491165,660,42.86491165,805
42.89117222,684,42.89117222,820
42.91743279,672,42.91743279,849
42.94369336,584,42.94369336,774
42.96995393,619,42.96995393,814
42.9962145,633,42.9962145,808
43.02247507,682,43.02247507,841
43.04873564,627,43.04873564,772
43.07499621,738,43.07499621,800
43.10125678,605,43.10125678,818
43.12751735,622,43.12751735,822
43.15377792,636,43.15377792,820
43.18003849,665,43.18003849,829
43.20629906,618,43.20629906,777
43.23255963,647,43.23255963,798
43.2588202,678,43.2588202,828
43.28508077,693,43.28508077,837
43.31134134,659,43.31134134,821
43.33760191,599,43.33760191,861
43.36386248,671,43.36386248,844
43.39012305,697,43.39012305,860
43.41638362,684,43.41638362,818
43.44264419,642,43.44264419,866
43.46890476,660,43.46890476,756
43.49516533,634,43.49516533,857
43.5214259,621,43.5214259,799
43.54768647,654,43.54768647,813
43.57394704,609,43.57394704,809
43.60020761,668,43.60020761,869
43.62646818,639,43.62646818,808
43.65272875,623,43.65272875,770
43.67898932,619,43.67898932,796
43.70524989,598,43.70524989,863
43.73151046,625,43.73151046,787
43.75777103,618,43.75777103,854
43.7840316,613,43.7840316,831
43.81029217,620,43.81029217,839
43.83655274,630,43.83655274,755
43.86281331,624,43.86281331,774
43.88907388,601,43.88907388,783
43.91533445,608,43.91533445,815
43.94159502,635,43.94159502,787
43.96785559,660,43.96785559,862
43.99411616,630,43.99411616,765
44.02037673,671,44.02037673,777
44.0466373,607,44.0466373,833
44.07289787,704,44.07289787,775
44.09915844,643,44.09915844,804
44.12541901,636,44.12541901,798
44.15167958,619,44.15167958,755
44.17794015,619,44.17794015,798
44.20420072,596,44.20420072,834
44.23046129,638,44.23046129,820
44.25672186,646,44.25672186,819
44.28298243,586,44.28298243,844
44.309243,628,44.309243,798
44.33550357,621,44.33550357,789
44.36176414,631,44.36176414,830
44.38802471,635,44.38802471,822
44.41428528,680,44.41428528,775
44.44054585,673,44.44054585,875
44.46680642,658,44.46680642,744
44.49306699,649,44.49306699,798
44.51932756,609,44.51932756,782
44.54558813,644,44.54558813,801
44.5718487,620,44.5718487,747
44.59810927,605,44.59810927,821
44.62436984,611,44.62436984,788
44.65063041,642,44.65063041,773
44.67689098,615,44.67689098,851
44.70315155,612,44.70315155,791
44.72941212,632,44.72941212,788
44.75567269,602,44.75567269,787
44.78193326,639,44.78193326,785
44.80819383,592,44.80819383,791
44.8344544,604,44.8344544,803
44.86071497,634,44.86071497,809
44.88697554,674,44.88697554,755
44.91323611,643,44.91323611,819
44.93949668,653,44.93949668,839
44.96575725,639,44.96575725,805
44.99201782,643,44.99201782,880
45.01827839,620,45.01827839,835
45.04453896,660,45.04453896,786
45.07079953,629,45.07079953,789
45.0970601,635,45.0970601,779
45.12332067,589,45.12332067,836
45.14958124,642,45.14958124,805
45.17584181,620,45.17584181,852
45.20210238,647,45.20210238,806
45.22836295,630,45.22836295,793
45.25462352,630,45.25462352,819
45.28088409,615,45.28088409,818
45.30714466,616,45.30714466,810
45.33340523,624,45.33340523,823
45.3596658,619,45.3596658,790
45.38592637,613,45.38592637,836
45.41218694,611,45.41218694,755
45.43844751,572,45.43844751,828
45.46470808,640,45.46470808,817
45.49096865,581,45.49096865,875
45.51722922,598,45.51722922,925
45.54348979,625,45.54348979,972
45.56975036,631,45.56975036,902
45.59601093,673,45.59601093,980
45.6222715,595,45.6222715,1005
45.64853207,584,45.64853207,1101
45.67479264,564,45.67479264,953
45.70105321,620,45.70105321,997
45.72731378,637,45.72731378,979
45.75357435,595,45.75357435,1072
45.77983492,612,45.77983492,1131
45.80609549,618,45.80609549,1200
45.83235606,618,45.83235606,1407
45.85861663,641,45.85861663,1825
45.8848772,541,45.8848772,2391
45.91113777,581,45.91113777,3658
45.93739834,604,45.93739834,5635
45.96365891,569,45.96365891,6433
45.98991948,598,45.98991948,7526
46.01618005,594,46.01618005,9450
46.04244062,602,46.04244062,11273
46.06870119,622,46.06870119,6932
46.09496176,580,46.09496176,3443
46.12122233,672,46.12122233,2193
46.1474829,603,46.1474829,1624
46.17374347,604,46.17374347,1423
46.20000404,622,46.20000404,1349
46.22626461,630,46.22626461,1227
46.25252518,624,46.25252518,1140
46.27878575,671,46.27878575,1087
46.30504632,611,46.30504632,1081
46.33130689,636,46.33130689,1034
46.35756746,607,46.35756746,989
46.38382803,611,46.38382803,987
46.4100886,610,46.4100886,1049
46.43634917,569,46.43634917,955
46.46260974,618,46.46260974,1046
46.48887031,600,46.48887031,992
46.51513088,643,46.51513088,1001
46.54139145,610,46.54139145,980
46.56765202,599,46.56765202,998
46.59391259,582,46.59391259,998
46.62017316,623,46.62017316,957
46.64643373,601,46.64643373,971
46.6726943,601,46.6726943,993
46.69895487,598,46.69895487,955
46.72521544,612,46.72521544,1001
46.75147601,622,46.75147601,998
46.77773658,614,46.77773658,1019
46.80399715,625,46.80399715,1027
46.83025772,627,46.83025772,1003
46.85651829,613,46.85651829,1038
46.88277886,597,46.88277886,972
46.90903943,608,46.90903943,1038
46.9353,587,46.9353,1066
46.96156057,608,46.96156057,1008
46.98782114,634,46.98782114,1035
47.01408171,587,47.01408171,1080
47.04034228,593,47.04034228,1014
47.06660285,638,47.06660285,1022
47.09286342,611,47.09286342,1010
47.11912399,641,47.11912399,966
47.14538456,578,47.14538456,1044
47.17164513,611,47.17164513,993
47.1979057,617,47.1979057,1024
47.22416627,592,47.22416627,1015
47.25042684,613,47.25042684,1037
47.27668741,559,47.27668741,984
47.30294798,618,47.30294798,1077
